Hotel_Name,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
hotel frank inn,ghaziabad,3-star hotel,free wi-fi,paid parking,pool,air conditioning,kitchen,full-service laundry,kid-friendly,0
hotel royal residency,ghaziabad,3-star hotel,free wi-fi,paid parking,air conditioning,restaurant,room service,kitchen,airport shuttle,full-service laundry
clarks inn kaushambi,ghaziabad,3-star hotel,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly
ace manor (l'elegant hotel & banquet),ghaziabad,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,room service,full-service laundry
hotel the grand palace,ghaziabad,free breakfast,free wi-fi,free parking,pool,air conditioning,pet-friendly,fitness center,spa,room service
hotel krishna sagar,ghaziabad,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,room service,full-service laundry
bharat guest house by golden plate,ghaziabad,0,0,0,0,0,0,0,0,0
itsy by treebo - royal galaxy,allahabad,free breakfast,free wi-fi,paid parking,pool,pet-friendly,room service,kitchen,full-service laundry,0
hotel ravisha continental,allahabad,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly
hotel triveni darshan,allahabad,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,kitchen,full-service laundry
the prayaraj house,allahabad,sleeps 9,3 bedrooms,air conditioning,fireplace,cable tv,paid parking,no crib,no elevator,no fitness center
hotel prayag,allahabad,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,room service,kitchen
grand continental hotel,allahabad,3-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
"hotel kanha shyam, prayagraj",allahabad,4-star hotel,free breakfast,free wi-fi,paid parking,air conditioning,fitness center,spa,bar,restaurant
welcomheritage badi kothi,allahabad,free breakfast,free wi-fi,free parking,pool,restaurant,room service,kitchen,full-service laundry,0
hotel hira inn,allahabad,free breakfast,free wi-fi,paid parking,pool,restaurant,room service,full-service laundry,0,0
luxmi hotel,allahabad,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry,kid-friendly
hotel milan (a boutique hotel),allahabad,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,kitchen,airport shuttle
hotel haidri inn,allahabad,free wi-fi,free parking,pool,air conditioning,room service,kitchen,full-service laundry,0,0
orchard one hotel,allahabad,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0
city hotel,allahabad,2-star hotel,free wi-fi,pool,air conditioning,pet-friendly,restaurant,kitchen,full-service laundry,kid-friendly
hotel fortune suites,allahabad,0,0,0,0,0,0,0,0,0
hotel prayag inn,allahabad,3-star hotel,free breakfast,wi-fi,free parking,pool,air conditioning,restaurant,room service,airport shuttle
advantage inn,allahabad,free breakfast,free wi-fi,free parking,pool,room service,full-service laundry,smoke-free,0,0
landmark inn,allahabad,free breakfast,free wi-fi,paid parking,room service,kitchen,full-service laundry,kid-friendly,0,0
"millennium inn, prayagraj",allahabad,4-star hotel,free breakfast,wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
stay inn hotel,allahabad,3-star hotel,free breakfast,free wi-fi,air conditioning,restaurant,kitchen,airport shuttle,full-service laundry,kid-friendly
hotel hira inn,allahabad,free breakfast,free wi-fi,paid parking,pool,restaurant,room service,full-service laundry,0,0
city hotel,allahabad,2-star hotel,free wi-fi,pool,air conditioning,pet-friendly,restaurant,kitchen,full-service laundry,kid-friendly
treebo trend grand town house,faridabad,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,room service,kitchen,full-service laundry
hotel sewa grand,faridabad,3-star hotel,free breakfast,free wi-fi,paid parking,pool,air conditioning,restaurant,room service,kitchen
vibe by the lalit traveller,faridabad,4-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,bar,restaurant
goldfinch hotel delhi ncr,faridabad,4-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,bar,restaurant
vivanta surajkund,faridabad,5-star hotel,breakfast,wi-fi,free parking,pool,air conditioning,pet-friendly,fitness center,spa
"radisson blu hotel, faridabad",faridabad,5-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
hotel delite,faridabad,free breakfast,wi-fi,paid parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0
park plaza faridabad,faridabad,4-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
lavit hotel,faridabad,0,0,0,0,0,0,0,0,0
sarovar portico surajkund,faridabad,free breakfast,free wi-fi,free parking,air conditioning,fitness center,spa,restaurant,room service,airport shuttle
ceremony hotel and banquets,faridabad,0,0,0,0,0,0,0,0,0
ginger faridabad,faridabad,3-star hotel,free wi-fi,paid parking,air conditioning,fitness center,breakfast,full-service laundry,kid-friendly,0
hotel bay laurel retreat,faridabad,free wi-fi,free parking,pool,air conditioning,restaurant,room service,full-service laundry,0,0
sky mansion,faridabad,free wi-fi,0,0,0,0,0,0,0,0
hotel view - a boutique hotel,faridabad,0,0,0,0,0,0,0,0,0
hotel saffron kiran,faridabad,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,bar,restaurant,room service
vibe by the lalit traveller,faridabad,4-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,bar,restaurant
goldfinch hotel delhi ncr,faridabad,4-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,bar,restaurant
canary inn,hazaribagh,0,0,0,0,0,0,0,0,0
hotel nikunj,hazaribagh,free wi-fi,paid parking,room service,kitchen,full-service laundry,0,0,0,0
hotel hill side,hazaribagh,free breakfast,free wi-fi,paid parking,pool,kitchen,full-service laundry,0,0,0
canary inn,hazaribagh,0,0,0,0,0,0,0,0,0
hotel skylok,hazaribagh,free wi-fi,kitchen,full-service laundry,kid-friendly,0,0,0,0,0
hotel sri vinayak,hazaribagh,free breakfast,free wi-fi,free parking,air conditioning,fitness center,restaurant,room service,kitchen,full-service laundry
hotel aranya vihar,hazaribagh,breakfast,free wi-fi,free parking,air conditioning,bar,restaurant,room service,airport shuttle,full-service laundry
hotel samrat inn,hazaribagh,free wi-fi,paid parking,air conditioning,kitchen,full-service laundry,kid-friendly,0,0,0
hotel ak international,hazaribagh,0,0,0,0,0,0,0,0,0
hotel nikunj,hazaribagh,free wi-fi,paid parking,room service,kitchen,full-service laundry,0,0,0,0
hotel yamuna palace,hazaribagh,free wi-fi,paid parking,air conditioning,kitchen,full-service laundry,0,0,0,0
hotel nandgaon & highway delight veg. restaurant,hazaribagh,3-star hotel,free breakfast,free parking,air conditioning,restaurant,airport shuttle,full-service laundry,kid-friendly,0
hotel bhandara park,hazaribagh,free wi-fi,kitchen,full-service laundry,0,0,0,0,0,0
"manokamna restaurant, bar & lodge",hazaribagh,free wi-fi,free parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0,0
"manokamna restaurant, bar & lodge",hazaribagh,free wi-fi,free parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0,0
hotel aranya vihar,hazaribagh,breakfast,free wi-fi,free parking,air conditioning,bar,restaurant,room service,airport shuttle,full-service laundry
hotel om inn,gandhinagar,0,0,0,0,0,0,0,0,0
hotel the grand vinayak,gandhinagar,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,full-service laundry,accessible,smoke-free
hotel green city,gandhinagar,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry,accessible
infocity club and resort,gandhinagar,free breakfast,wi-fi,free parking,pool,air conditioning,fitness center,restaurant,kitchen,accessible
hotel prominent corporate residency,gandhinagar,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,fitness center,restaurant,room service,kitchen
7 wonders hotel & restaurant,gandhinagar,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry,kid-friendly
hotel the grand vinayak,gandhinagar,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,full-service laundry,accessible,smoke-free
hotel midway residency,gandhinagar,3-star hotel,free breakfast,free wi-fi,air conditioning,pet-friendly,restaurant,room service,airport shuttle,full-service laundry
"fortune inn haveli, gandhinagar - member itc's hotel group",gandhinagar,4-star hotel,free breakfast,free wi-fi,free parking,air conditioning,fitness center,spa,restaurant,room service
skylon hotel,gandhinagar,pool,air conditioning,wi-fi,paid parking,restaurant,kid-friendly,smoke-free,0,0
the leela gandhinagar,gandhinagar,5-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,restaurant
hotel middletown,gandhinagar,free breakfast,free wi-fi,pool,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0
super oyo hotel siddharth inn,gandhinagar,3-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,kitchen,full-service laundry
cambay sapphire gandhinagar,gandhinagar,4-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,restaurant
hotel berlin - gandhinagar,gandhinagar,free breakfast,paid parking,pool,air conditioning,restaurant,room service,kitchen,full-service laundry,kid-friendly
hotel tulsi palace,gandhinagar,0,0,0,0,0,0,0,0,0
hotel president inn,gandhinagar,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,room service,kitchen,full-service laundry,smoke-free
"fabhotel siddharth corporate - hotels in vavol, gandhinagar",gandhinagar,breakfast,free wi-fi,paid parking,air conditioning,room service,full-service laundry,kid-friendly,0,0
hotel hill city,gandhinagar,free wi-fi,paid parking,air conditioning,room service,airport shuttle,full-service laundry,0,0,0
hotel om inn,gandhinagar,0,0,0,0,0,0,0,0,0
perfect room in perfect bungalow,gandhinagar,sleeps 16,4 bedrooms,air conditioning,fireplace,cable tv,paid parking,free wi-fi,no crib,no elevator
rooms in a fully furnished bungalow,gandhinagar,villa,sleeps 3,1 bedroom,air conditioning,fireplace,paid parking,free wi-fi,no crib,no elevator
fabhotel prime blue moon,gandhinagar,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,kitchen,full-service laundry,kid-friendly
hotel siddharth inn,gandhinagar,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,full-service laundry,kid-friendly,0
hotel tridev,varanasi,3-star hotel,free breakfast,free wi-fi,paid parking,pool,fitness center,restaurant,room service,airport shuttle
"hotel surya, kaiser palace",varanasi,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,pet-friendly,spa,bar
varanasi villa,varanasi,sleeps 24,12 bedrooms,12 bathrooms,air conditioning,kid-friendly,kitchen,pet-friendly,free wi-fi,no fitness center
hotel four element,varanasi,free breakfast,free wi-fi,free parking,pool,restaurant,room service,full-service laundry,accessible,0
gostops varanasi,varanasi,2-star hotel,breakfast,free wi-fi,paid parking,air conditioning,pet-friendly,restaurant,airport shuttle,full-service laundry
radisson hotel varanasi,varanasi,5-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
pearl courtyard,varanasi,4-star hotel,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
hotel yash residency near assi ghat & bhu,varanasi,3-star hotel,breakfast,free wi-fi,paid parking,air conditioning,pet-friendly,room service,full-service laundry,accessible
royal guest house,varanasi,3-star hotel,breakfast,free wi-fi,air conditioning,pet-friendly,restaurant,room service,airport shuttle,full-service laundry
hotel satkar,varanasi,free breakfast,free wi-fi,pool,air conditioning,restaurant,room service,kitchen,full-service laundry,0
"rahi tourist bungalow, varanasi",varanasi,2-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,room service,kitchen
"hotel surya, kaiser palace",varanasi,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,pet-friendly,spa,bar
the pinnacle inn sarnath - best 4 star hotel in sarnath,varanasi,free breakfast,wi-fi,free parking,pool,air conditioning,fitness center,spa,restaurant,room service
hotel costa river,varanasi,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
green villa kashi,varanasi,sleeps 2,1 bedroom,air conditioning,paid parking,free wi-fi,no crib,no elevator,no fireplace,no fitness center
bluebells varanasi,varanasi,sleeps 11,3 bedrooms,air conditioning,fireplace,paid parking,free wi-fi,no crib,no elevator,no fitness center
hotel ganges grand - varanasi,varanasi,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
hotel le lotus grand,varanasi,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,kitchen,full-service laundry,business center
family guest house,varanasi,1-star hotel,breakfast,free wi-fi,pool,air conditioning,spa,paid parking,bar,restaurant
leela guest house,varanasi,3-star hotel,free wi-fi,pool,air conditioning,restaurant,kitchen,airport shuttle,full-service laundry,kid-friendly
villa benares,varanasi,breakfast,free wi-fi,free parking,air conditioning,pet-friendly,restaurant,room service,airport shuttle,full-service laundry
hotel uday palace varanasi,varanasi,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
hotel radiance courtyard,varanasi,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry,accessible
hotel four element,varanasi,free breakfast,free wi-fi,free parking,pool,restaurant,room service,full-service laundry,accessible,0
"the fern residency, noida",noida,free breakfast,free wi-fi,paid parking,pool,air conditioning,restaurant,room service,full-service laundry,0
treebo trend noida grand,noida,free breakfast,free wi-fi,paid parking,restaurant,room service,kitchen,full-service laundry,business center,0
noida suites,noida,sleeps 5,2 bedrooms,air conditioning,elevator,fireplace,kitchen,cable tv,paid parking,free wi-fi
radisson noida,noida,5-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
"the fern residency, noida",noida,free breakfast,free wi-fi,paid parking,pool,air conditioning,restaurant,room service,full-service laundry,0
regenta central noida,noida,breakfast,free wi-fi,free parking,air conditioning,fitness center,spa,restaurant,room service,airport shuttle
taj studios private luxury studio apartment central noida,noida,sleeps 2,1 bedroom,air conditioning,elevator,fireplace,kitchen,cable tv,paid parking,free wi-fi
hotel white castle,noida,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
"fortune sector 27, noida - member itc's hotel group",noida,4-star hotel,free breakfast,wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
hyphen business hotels,noida,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,fitness center,restaurant,room service,airport shuttle
park ascent,noida,4-star hotel,breakfast,free wi-fi,free parking,air conditioning,fitness center,bar,restaurant,room service
mosaic hotel noida,noida,4-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,bar,restaurant
the taj studios .com,noida,0,0,0,0,0,0,0,0,0
shacon suites,noida,free wi-fi,kitchen,full-service laundry,kid-friendly,0,0,0,0,0
the g8,noida,4-star hotel,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,kitchen,airport shuttle
hotel noida international,noida,3-star hotel,free breakfast,wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry
hotel the emporio a corporate suites,noida,0,0,0,0,0,0,0,0,0
hotel malhar haveli,noida,3-star hotel,breakfast,paid parking,air conditioning,wi-fi,restaurant,kitchen,airport shuttle,full-service laundry
ahuja residency noida,noida,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,kitchen,full-service laundry
the amaya inn,noida,free breakfast,free wi-fi,paid parking,restaurant,room service,kitchen,full-service laundry,0,0
treebo trend house inn - hotel in noida,noida,3-star hotel,free breakfast,wi-fi,pool,air conditioning,restaurant,room service,full-service laundry,business center
hotel tri sea,kanyakumari,3-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,spa,restaurant,room service
hotel ocean heritage,kanyakumari,3-star hotel,free breakfast,free wi-fi,air conditioning,beach access,restaurant,room service,airport shuttle,full-service laundry
hotel sea land,kanyakumari,free wi-fi,paid parking,pool,beach access,kitchen,full-service laundry,0,0,0
the gopinivas grand,kanyakumari,3-star hotel,free breakfast,free wi-fi,paid parking,pool,beach access,restaurant,room service,full-service laundry
sparsa kanyakumari,kanyakumari,3-star hotel,free breakfast,wi-fi,free parking,pool,air conditioning,fitness center,spa,restaurant
new cape hotel,kanyakumari,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,room service,airport shuttle,full-service laundry,accessible
arunachala inn,kanyakumari,free wi-fi,free parking,air conditioning,breakfast,beach access,airport shuttle,0,0,0
hotel melody park,kanyakumari,2-star hotel,free breakfast,free wi-fi,air conditioning,restaurant,room service,kitchen,airport shuttle,full-service laundry
hotel sivamurugan kanyakumari,kanyakumari,3-star hotel,free breakfast,free wi-fi,paid parking,air conditioning,restaurant,room service,kitchen,full-service laundry
hotel sea view,kanyakumari,3-star hotel,free breakfast,free wi-fi,free parking,air conditioning,beach access,bar,restaurant,room service
hotel sky ark,kanyakumari,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,restaurant,kitchen,airport shuttle
kkm kanyakumari,kanyakumari,free parking,air conditioning,breakfast,wi-fi,room service,smoke-free,0,0,0
hotel samudra,kanyakumari,3-star hotel,free breakfast,free wi-fi,paid parking,pool,air conditioning,beach access,kitchen,airport shuttle
hotel sunview,kanyakumari,paid parking,pool,air conditioning,kitchen,full-service laundry,kid-friendly,0,0,0
the coral - kanyakumari,kanyakumari,0,0,0,0,0,0,0,0,0
hotel sun park,kanyakumari,3-star hotel,free breakfast,free wi-fi,paid parking,pool,restaurant,room service,airport shuttle,full-service laundry
hotel ocean heritage,kanyakumari,3-star hotel,free breakfast,free wi-fi,air conditioning,beach access,restaurant,room service,airport shuttle,full-service laundry
"ttdc hotel tamil nadu, kanyakumari",kanyakumari,0,0,0,0,0,0,0,0,0
hotel singaar international,kanyakumari,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,bar,restaurant,room service
hotel tri sea,kanyakumari,3-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,spa,restaurant,room service
rehoboth home stay - deluxe double or twin room,kanyakumari,house,sleeps 2,1 bedroom,1 bathroom,1 bed,air conditioning,airport shuttle,kid-friendly,crib
hotel sea land,kanyakumari,free wi-fi,paid parking,pool,beach access,kitchen,full-service laundry,0,0,0
hotel samudra,kanyakumari,3-star hotel,free breakfast,free wi-fi,paid parking,pool,air conditioning,beach access,kitchen,airport shuttle
zostel srinagar,kashmir,breakfast,free wi-fi,free parking,air conditioning,restaurant,airport shuttle,smoke-free,0,0
"the montreal, srinagar- best hotels/4 star hotels/hotel near dal lake/hotel near mughal garden",kashmir,free breakfast,free wi-fi,free parking,air conditioning,restaurant,room service,airport shuttle,full-service laundry,accessible
floating heaven group of house boats,kashmir,sleeps 4,1 bedroom,fireplace,cable tv,free wi-fi,no air conditioning,no crib,no elevator,no fitness center
naaz kashmir (a luxury houseboat),kashmir,sleeps 8,2 bedrooms,air conditioning,fireplace,cable tv,free wi-fi,no crib,no elevator,no fitness center
taj palace group of house boats,kashmir,sleeps 5,1 bedroom,fireplace,cable tv,free wi-fi,no air conditioning,no crib,no elevator,no fitness center
colonels retreat,kashmir,sleeps 4,2 bedrooms,air conditioning,airport shuttle,smoke-free,free parking,free wi-fi,no beach access,no elevator
zostel srinagar,kashmir,breakfast,free wi-fi,free parking,air conditioning,restaurant,airport shuttle,smoke-free,0,0
taj palace group of house boats,kashmir,sleeps 10,kitchen,cable tv,no air conditioning,no airport shuttle,no beach access,no elevator,no fireplace,no fitness center
"vivanta dal view, srinagar",kashmir,5-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,pet-friendly,fitness center,spa
the khyber himalayan resort & spa,kashmir,5-star hotel,free breakfast,wi-fi,free parking,pool,hot tub,air conditioning,fitness center,spa
jamal resorts,kashmir,4-star hotel,free breakfast,free wi-fi,free parking,air conditioning,pet-friendly,restaurant,room service,airport shuttle
hotel village walk,kashmir,free breakfast,free wi-fi,free parking,pool,restaurant,room service,kitchen,full-service laundry,kid-friendly
hotel lidder spring resorts,kashmir,4-star hotel,free breakfast,free wi-fi,paid parking,pool,restaurant,room service,kitchen,airport shuttle
"the orchard retreat & spa, srinagar",kashmir,5-star hotel,free breakfast,free wi-fi,free parking,pool,hot tub,air conditioning,fitness center,spa
hotel new green view srinagar (ghulam),kashmir,0,0,0,0,0,0,0,0,0
hotel taj residency,kashmir,free breakfast,free wi-fi,paid parking,restaurant,room service,kitchen,full-service laundry,0,0
hotel himalayan resort,kashmir,3-star hotel,breakfast,free wi-fi,free parking,pet-friendly,bar,restaurant,room service,kitchen
taj palace houseboat || kashmir glory travels,kashmir,free breakfast,free wi-fi,kitchen,full-service laundry,kid-friendly,0,0,0,0
royal hillton pahalgam,kashmir,free breakfast,wi-fi,free parking,pet-friendly,restaurant,room service,kitchen,airport shuttle,full-service laundry
"welcomhotel by itc hotels, pine n peak, pahalgam - premium resort overlooking lidder river and snow topped mountains",kashmir,5-star hotel,free breakfast,free wi-fi,free parking,air conditioning,pet-friendly,fitness center,spa,restaurant
hotel heevan,kashmir,4-star hotel,free breakfast,free wi-fi,free parking,restaurant,room service,airport shuttle,full-service laundry,kid-friendly
the lalit grand palace srinagar,kashmir,5-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,bar
"radisson blu hotel, jammu",kashmir,4-star hotel,breakfast,free wi-fi,free parking,pool,hot tub,air conditioning,fitness center,spa
"the orchard retreat & spa, srinagar",kashmir,5-star hotel,free breakfast,free wi-fi,free parking,pool,hot tub,air conditioning,fitness center,spa
"summit namnang courtyard & spa, gangtok",sikkim,4-star hotel,free breakfast,free wi-fi,paid parking,spa,restaurant,room service,kitchen,airport shuttle
denzong regency,sikkim,4-star hotel,free breakfast,free wi-fi,free parking,pool,fitness center,spa,bar,restaurant
yangsan heritage farm | rooms & guided treks,sikkim,sleeps 6,2 bedrooms,fireplace,paid parking,no air conditioning,no crib,no elevator,no fitness center,no ironing board
the barfung retreat,sikkim,sleeps 10,4 bedrooms,3 bathrooms,airport shuttle,free parking,free wi-fi,no air conditioning,no beach access,no elevator
"karma casa, gangtok",sikkim,sleeps 7,2 bedrooms,fireplace,cable tv,paid parking,free wi-fi,no air conditioning,no crib,no elevator
the whistling thrush,sikkim,sleeps 8,3 bedrooms,fireplace,kitchen,paid parking,no air conditioning,no crib,no elevator,no fitness center
magpie pachhu village resort,sikkim,4-star hotel,free breakfast,free wi-fi,paid parking,restaurant,room service,full-service laundry,kid-friendly,0
"mayfair spa resort & casino, gangtok",sikkim,5-star hotel,free breakfast,free wi-fi,free parking,pool,hot tub,air conditioning,fitness center,spa
kaya gantavya resort & spa | pelling,sikkim,free breakfast,free wi-fi,free parking,spa,bar,restaurant,room service,full-service laundry,kid-friendly
great eastern valley residency,sikkim,kid-friendly,0,0,0,0,0,0,0,0
"udaan hotels | alpine resort, gangtok",sikkim,3-star hotel,breakfast,free wi-fi,paid parking,restaurant,room service,kitchen,full-service laundry,kid-friendly
"vivanta sikkim, pakyong",sikkim,5-star hotel,free breakfast,free wi-fi,free parking,pool,pet-friendly,spa,restaurant,room service
garden retreat hotel,sikkim,breakfast,free wi-fi,free parking,restaurant,room service,kitchen,airport shuttle,full-service laundry,0
central hill resort the mall road gangtok,sikkim,3-star hotel,free breakfast,free wi-fi,paid parking,restaurant,room service,kitchen,airport shuttle,full-service laundry
superview waterfall homestay rumtek,sikkim,kid-friendly,0,0,0,0,0,0,0,0
zemu gangtok,sikkim,breakfast,free wi-fi,free parking,pet-friendly,bar,restaurant,room service,airport shuttle,full-service laundry
divine's the elite zong,sikkim,free breakfast,free wi-fi,free parking,restaurant,room service,accessible,kid-friendly,0,0
hotel alpha omega,sikkim,0,0,0,0,0,0,0,0,0
hotel sonam delek,sikkim,2-star hotel,free breakfast,free wi-fi,paid parking,restaurant,room service,full-service laundry,kid-friendly,0
sikkim tourist center,sikkim,free breakfast,free wi-fi,paid parking,pool,restaurant,room service,kitchen,full-service laundry,kid-friendly
sterling gangtok - orange village,sikkim,4-star hotel,breakfast,free wi-fi,free parking,air conditioning,fitness center,spa,bar,restaurant
ss beachresort,varkala,3-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,beach access,restaurant,room service
sajjoys varkala,varkala,free breakfast,free wi-fi,paid parking,pool,air conditioning,fitness center,spa,beach access,restaurant
clafouti beach resort,varkala,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,beach access,restaurant,room service,airport shuttle
zostel varkala,varkala,breakfast,free wi-fi,air conditioning,paid parking,beach access,restaurant,full-service laundry,smoke-free,0
garden bay resort,varkala,breakfast,free wi-fi,free parking,air conditioning,pet-friendly,beach access,room service,kitchen,airport shuttle
"the lost hostels, varkala - helipad",varkala,breakfast,wi-fi,beach access,kitchen,airport shuttle,full-service laundry,kid-friendly,0,0
sandra eco beach resort,varkala,0,0,0,0,0,0,0,0,0
nebo hotel,varkala,free wi-fi,paid parking,pool,beach access,kitchen,full-service laundry,0,0,0
"elixir cliff beach resort and spa,varkala",varkala,free breakfast,free wi-fi,free parking,pool,spa,beach access,restaurant,room service,kitchen
kerala bamboo house,varkala,2-star hotel,free wi-fi,free parking,pool,air conditioning,spa,beach access,room service,full-service laundry
green bay resort,varkala,0,0,0,0,0,0,0,0,0
sunview beach resort & spa by citrine,varkala,2-star hotel,free breakfast,wi-fi,free parking,pool,air conditioning,beach access,restaurant,room service
tropical temple,varkala,0,0,0,0,0,0,0,0,0
sand castle varkala,varkala,0,0,0,0,0,0,0,0,0
"soul, varkala - black beach",varkala,0,0,0,0,0,0,0,0,0
paradise inn beach resort,varkala,0,0,0,0,0,0,0,0,0
rachanas black beach resort,varkala,2-star hotel,free breakfast,free wi-fi,free parking,pool,air conditioning,pet-friendly,beach access,restaurant
hindustan beach retreat,varkala,4-star hotel,breakfast,free wi-fi,free parking,pool,air conditioning,fitness center,spa,beach access
mango villa - double or twin room with garden view,varkala,house,sleeps 2,1 bedroom,1 bathroom,2 beds,air conditioning,airport shuttle,balcony,crib
the village,varkala,sleeps 24,7 bedrooms,air conditioning,fireplace,kitchen,paid parking,free wi-fi,no crib,no elevator
clafouti beach resort,varkala,3-star hotel,breakfast,free wi-fi,free parking,air conditioning,beach access,restaurant,room service,airport shuttle
"the lost hostels, varkala - helipad",varkala,breakfast,wi-fi,beach access,kitchen,airport shuttle,full-service laundry,kid-friendly,0,0
